CUI,NAME,DEF
C0001775,Agaricus,"A basidiomycetous fungal genus of the family Agaricaceae, order Agaricales, which includes the field mushroom (A. campestris) and the commercial mushroom (A. bisporus)."
C0001779,Age,Age after birth.
C0001780,Age Determination by Skeleton,Establishment of the age of an individual by examination of their skeletal structure.
C0001781,Age Determination by Teeth,A means of identifying the age of an animal or human through tooth examination.
C0001782,Age Distribution,The frequency of different ages or age groups in a given population. The distribution may refer to either how many or what proportion of the group. The population is usually patients with a specific disease but the concept is not restricted to humans and is not restricted to medicine.
C0001783,Age Factors,"Age as a constituent element or influence contributing to the production of a result. It may be applicable to the cause or the effect of a circumstance. It is used with human or animal concepts but should be differentiated from AGING, a physiological process, and TIME FACTORS which refers only to the passage of time."
C0001792,Elderly (population group),"A person 65 through 79 years of age. For a person older than 79 years, AGED, 80 AND OVER is available."
C0001795,"Aged, 80 and over",Persons 80 years of age and older.
C0001796,United States Agency for International Development,An independent Federal agency established in 1961 as the focal point for economic matters affecting U.S. relations with developing countries.
C0001801,agglutination,The clumping together of suspended material resulting from the action of AGGLUTININS.
C0001802,Agglutination Tests,"Tests that are dependent on the clumping of cells, microorganisms, or particles when mixed with specific antiserum. (From Stedman, 26th ed)"
C0001804,Agglutinins,A substance that makes particles (such as bacteria or cells) stick together to form a clump or a mass.
C0001807,Aggressive behavior,"Behavior which may be manifested by destructive and attacking action which is verbal or physical, by covert attitudes of hostility or by obstructionism."
C0001811,Aging,The gradual irreversible changes in structure and function of an organism that occur as a result of the passage of time.
C0001814,Agmatine,"Decarboxylated arginine, isolated from several plant and animal sources, e.g., pollen, ergot, herring sperm, octopus muscle."
C0001815,Primary Myelofibrosis,"A de novo myeloproliferation arising from an abnormal stem cell. It is characterized by the replacement of bone marrow by fibrous tissue, a process that is mediated by CYTOKINES arising from the abnormal clone."
C0001816,Agnosia,"Loss of the ability to comprehend the meaning or recognize the importance of various forms of stimulation that cannot be attributed to impairment of a primary sensory modality. Tactile agnosia is characterized by an inability to perceive the shape and nature of an object by touch alone, despite unimpaired sensation to light touch, position, and other primary sensory modalities."
C0001817,Agonistic Behavior,Any behavior associated with conflict between two individuals.
C0001818,Agoraphobia,"Obsessive, persistent, intense fear of open places."
C0001819,Agoraphobia without a History of Panic Disorder,"An anxiety disorder characterized by agoraphobia in the absence of a history of panic attacks; the individual fears incapacitation or humiliation in open, public places or situations due to panic-like symptoms rather than a full-blown panic attack."
C0001824,Agranulocytosis,A decrease in the number of GRANULOCYTES; (BASOPHILS; EOSINOPHILS; and NEUTROPHILS).
C0001825,Agraphia,"Loss or impairment of the ability to write (letters, syllables, words, or phrases) due to an injury to a specific cerebral area or occasionally due to emotional factors. This condition rarely occurs in isolation, and often accompanies APHASIA. (From Adams et al., Principles of Neurology, 6th ed, p485; APA, Thesaurus of Psychological Index Terms, 1994)"
C0001828,Agricultural Workers' Diseases,"Diseases in persons engaged in cultivating and tilling soil, growing plants, harvesting crops, raising livestock, or otherwise engaged in husbandry and farming. The diseases are not restricted to farmers in the sense of those who perform conventional farm chores: the heading applies also to those engaged in the individual activities named above, as in those only gathering harvest or in those only dusting crops."
C0001829,Agriculture,"The science, art or practice of cultivating soil, producing crops, and raising livestock."
C0001830,Agrobacterium,"genus of gram negative, aerobic, rod shaped bacteria that produce nodules on the roots of leguminous plants; common soil inhabitants."
C0001843,Aid to Families with Dependent Children,"Financial assistance provided by the government to indigent families with dependent children who meet certain requirements as defined by the Social Security Act, Title IV, in the U.S."
C0001849,AIDS Dementia Complex,"A neurologic condition associated with the ACQUIRED IMMUNODEFICIENCY SYNDROME and characterized by impaired concentration and memory, slowness of hand movements, ATAXIA, incontinence, apathy, and gait difficulties associated with HIV-1 viral infection of the central nervous system. Pathologic examination of the brain reveals white matter rarefaction, perivascular infiltrates of lymphocytes, foamy macrophages, and multinucleated giant cells. (From Adams et al., Principles of Neurology, 6th ed, pp760-1; N Engl J Med, 1995 Apr 6;332(14):934-40)"
C0001852,AIDS Serodiagnosis measurement,Immunologic tests for identification of HIV (HTLV-III/LAV) antibodies. They include assays for HIV SEROPOSITIVITY and HIV SERONEGATIVITY that have been developed for screening persons carrying the viral antibody from patients with overt symptoms of AIDS or AIDS-RELATED COMPLEX.
C0001857,AIDS related complex,"A prodromal phase of infection with the human immunodeficiency virus (HIV). Laboratory criteria separating AIDS-related complex (ARC) from AIDS include elevated or hyperactive B-cell humoral immune responses, compared to depressed or normal antibody reactivity in AIDS; follicular or mixed hyperplasia in ARC lymph nodes, leading to lymphocyte degeneration and depletion more typical of AIDS; evolving succession of histopathological lesions such as localization of Kaposi's sarcoma, signaling the transition to the full-blown AIDS."
C0001860,Ainhum,Spontaneous autoamputation of the fourth or fifth toe.
C0001861,Air (substance),"The mixture of gases present in the earth's atmosphere consisting of oxygen, nitrogen, carbon dioxide, and small amounts of other gases."
C0001864,Air Conditioning,"The maintenance of certain aspects of the environment within a defined space to facilitate the function of that space; aspects controlled include air temperature and motion, radiant heat level, moisture, and concentration of pollutants such as dust, microorganisms, and gases. (McGraw-Hill Dictionary of Scientific and Technical Terms, 4th ed)"
C0001866,Air Ionization,The dissociation of molecules in the air into positive and negative ions under the influence of an electric field.
C0001867,Air Microbiology,"The presence of bacteria, viruses, and fungi in the air. This term is not restricted to pathogenic organisms."
C0001868,Air Movements,The motion of air currents.
